item,restaurant,price_usd
Cinnamon Dolce Latte,starbucks,4.65
Skinny Vanilla Latte,starbucks,3.45
Skinny Vanilla Latte,starbucks,4.15
Skinny Vanilla Latte,starbucks,4.65
Caramel Macchiato,starbucks,3.75
Caramel Macchiato,starbucks,4.45
Caramel Macchiato,starbucks,4.75
Caramel Flan Latte,starbucks,3.75
Caramel Flan Latte,starbucks,4.55
Caramel Flan Latte,starbucks,4.75
Teavana Oprah Cinnamon Chai Tea Latte,starbucks,3.65
Teavana Oprah Cinnamon Chai Tea Latte,starbucks,4.25
Teavana Oprah Cinnamon Chai Tea Latte,starbucks,4.65
Flat White,starbucks,3.75
Skinny Peppermint Mocha ,starbucks,3.95
Skinny Peppermint Mocha ,starbucks,4.65
Skinny Peppermint Mocha ,starbucks,4.95
Pumpkin Spice Latte (Limited Time),starbucks,4.25
Pumpkin Spice Latte (Limited Time),starbucks,4.95
Pumpkin Spice Latte (Limited Time),starbucks,5.25
Salted Caramel Mocha (Limited Time),starbucks,4.25
Salted Caramel Mocha (Limited Time),starbucks,4.95
Salted Caramel Mocha (Limited Time),starbucks,5.25
Toasted Graham Latte (Limited Time),starbucks,4.25
Toasted Graham Latte (Limited Time),starbucks,4.95
Toasted Graham Latte (Limited Time),starbucks,5.25
Iced Coffee (with or without Milk),starbucks,2.25
Iced Coffee (with or without Milk),starbucks,2.65
Iced Coffee (with or without Milk),starbucks,2.95
Iced Coffee (with or without Milk),starbucks,3.45
Caramel Frappuccino,starbucks,3.75
Caramel Frappuccino,starbucks,3.95
Caramel Frappuccino,starbucks,4.45
Caramel Frappuccino,starbucks,4.95
Mocha Frappuccino,starbucks,3.75
Mocha Frappuccino,starbucks,3.95
Mocha Frappuccino,starbucks,4.45
Mocha Frappuccino,starbucks,4.95
Strawberries & Creme Frappuccino,starbucks,3.75
Strawberries & Creme Frappuccino,starbucks,3.95
Strawberries & Creme Frappuccino,starbucks,4.45
Strawberries & Creme Frappuccino,starbucks,4.95
Coffee Frappuccino,starbucks,2.95
Coffee Frappuccino,starbucks,3.25
Coffee Frappuccino,starbucks,3.95
Coffee Frappuccino,starbucks,4.45
Vanilla Bean Crème Frappuccino,starbucks,2.95
Vanilla Bean Crème Frappuccino,starbucks,3.25
Vanilla Bean Crème Frappuccino,starbucks,3.95
Vanilla Bean Crème Frappuccino,starbucks,4.45
Iced Caramel Macchiato,starbucks,3.75
Iced Caramel Macchiato,starbucks,4.45
Iced Caramel Macchiato,starbucks,4.95
Salted Caramel Mocha Frappuccino (Limited Time),starbucks,4.25
Salted Caramel Mocha Frappuccino (Limited Time),starbucks,4.95
Salted Caramel Mocha Frappuccino (Limited Time),starbucks,5.25
Cool Lime or Very Berry Starbucks Refreshers ,starbucks,2.95
Cool Lime or Very Berry Starbucks Refreshers ,starbucks,3.45
Cool Lime or Very Berry Starbucks Refreshers ,starbucks,3.95
Cool Lime or Very Berry Starbucks Refreshers ,starbucks,4.45
Teavana Shaken Iced Tea,starbucks,1.75
Teavana Shaken Iced Tea,starbucks,2.25
Teavana Shaken Iced Tea,starbucks,2.65
Teavana Shaken Iced Tea,starbucks,2.95
Teavana Shaken Iced Peach Green Tea Lemonade,starbucks,2.75
Teavana Shaken Iced Peach Green Tea Lemonade,starbucks,3.25
Teavana Shaken Iced Peach Green Tea Lemonade,starbucks,3.75
Teavana Shaken Iced Peach Green Tea Lemonade,starbucks,4.25
Teavana Shaken Iced Black Tea Lemonade,starbucks,2.45
Teavana Shaken Iced Black Tea Lemonade,starbucks,2.95
Teavana Shaken Iced Black Tea Lemonade,starbucks,3.45
Teavana Shaken Iced Black Tea Lemonade,starbucks,3.95
Evolution Fresh,starbucks,5.95
Ham & Cheese Savory Foldover,starbucks,3.45
Wheat Spinach Savory Foldover,starbucks,3.45
Pepperoni & Tomato Savory Foldover,starbucks,3.45
Cheese Danish,starbucks,2.45
Butter Croissant,starbucks,2.45
Chocolate Croissant,starbucks,2.75
Blueberry Scone,starbucks,2.45
Banana Nut Bread,starbucks,2.75
Iced Lemon Pound Cake,starbucks,2.45
Morning Bun,starbucks,2.45
Chocolate Chip Cookie,starbucks,1.95
Double Chocolate Chunk Brownie,starbucks,2.35
Pumpkin Scone (Limited Time),starbucks,2.95
Pumpkin Cream Cheese Muffin (Limited Time),starbucks,2.95
Washington Apple Pound Cake (Limited Time),starbucks,2.95
Hearty Blueberry Oatmeal,starbucks,3.45
Bacon & Gouda Breakfast Sandwich,starbucks,3.75
Sausage & Cheddar Breakfast Sandwich,starbucks,3.45
Spinach & Feta Breakfast Wrap,starbucks,3.75
Reduced-Fat Turkey Bacon Breakfast Sandwich,starbucks,3.75
Slow-Roasted Ham & Swiss on Croissant Bun,starbucks,4.75
"Double-Smoked Bacon, Cheddar & Egg on Croissant Bun (Limited Time)",starbucks,4.75
Protein Bistro Box,starbucks,5.25
Cheese & Fruit Bistro Box,starbucks,4.95
Omega-3 Bistro Box,starbucks,5.95
PB&J on Wheat Bistro Box,starbucks,5.25
Turkey Rustico Panini,starbucks,6.45
Turkey Pesto Panini,starbucks,6.45
Ham & Swiss Panini,starbucks,5.95
Chicken Santa Fe Flatbread,starbucks,5.95
Chicken BLT Salad Deli Sandwich,starbucks,5.95
Roasted Tomato & Mozzarella Panini,starbucks,5.55
Chicken Artichoke Panini (Limited Time),starbucks,6.45
Old-Fashioned Grilled Cheese,starbucks,5.25
Edamame Hummus Wrap (Limited Time),starbucks,5.95
Thai-Style Peanut Chicken Wrap (Limited Time),starbucks,5.95
Salted Caramel or Birthday Cake Pop,starbucks,1.95
Salted Caramel or Birthday Cake Pop,starbucks,3.50
Ultimate Steak,subway,11.49
Ultimate Steak,subway,7.29
 Meatball Marinara,subway,7.29
 Meatball Marinara,subway,4.99
Spicy Italian,subway,8.49
Spicy Italian,subway,5.99
B.L.T,subway,8.49
B.L.T,subway,5.29
Black Forest Ham,subway,6.49
Black Forest Ham,subway,4.99
Chicken Caesar Melt,subway,7.79
Chicken Caesar Melt,subway,4.79
Cold Cut Combo,subway,4.99
Cold Cut Combo,subway,3.99
Italian B.M.T.,subway,8.49
Italian B.M.T.,subway,5.29
Meatball Marinara,subway,5.29
Meatball Marinara,subway,3.99
Pizza Sub Melt,subway,7.49
Pizza Sub Melt,subway,4.99
Roast Beef,subway,9.49
Roast Beef,subway,6.29
Rotisserie-Style Chicken,subway,8.49
Rotisserie-Style Chicken,subway,5.29
Rotisserie-Style Chicken & Bacon Melt,subway,9.49
Rotisserie-Style Chicken & Bacon Melt,subway,6.29
Spicy Italian,subway,6.49
Spicy Italian,subway,4.99
Steak & Cheese,subway,9.49
Steak & Cheese,subway,6.29
Subway Club,subway,9.49
Subway Club,subway,6.29
Subway Melt,subway,9.49
Subway Melt,subway,6.29
Sweet Onion Chicken Teriyaki,subway,8.49
Sweet Onion Chicken Teriyaki,subway,5.29
Tuna,subway,8.49
Tuna,subway,5.29
Turkey & Bacon Guacamole,subway,11.49
Turkey Breast,subway,8.49
Turkey Breast,subway,5.29
Veggie Delite,subway,4.99
Veggie Delite,subway,3.49
B.L.T. Signature Wrap,subway,6.99
Black Forest Ham Signature Wrap,subway,6.99
Cold Cut Combo Signature Wrap,subway,6.99
Italian B.M.T. Signature Wrap,subway,6.99
Meatball Marinara Signature Wrap,subway,6.99
Roast Beef Signature Wrap,subway,6.99
Rotisserie-Style Chicken Signature Wrap,subway,6.99
Savory Rotisserie-Style Chicken Caesar Signature Wrap,subway,6.99
Spicy Italian Signature Wrap,subway,6.99
Steak & Cheese Signature Wrap,subway,7.49
Subway Club Signature Wrap,subway,6.99
Subway Melt Signature Wrap,subway,6.99
Sweet Onion Chicken Teriyaki Signature Wrap,subway,6.99
Tuna Signature Wrap,subway,6.99
Turkey Breast & Black Forest Ham Signature Wrap,subway,6.99
"Turkey Breast Signature Wrap
",subway,6.99
Turkey Italiano Melt Signature Wrap,subway,6.99
"Turkey, Bacon & Guacamole Signature Wrap",subway,7.29
Veggie Delite Signature Wrap,subway,5.99
"Bacon, Egg & Cheese Signature Wrap",subway,6.99
"Black Forest Ham, Egg & Cheese Signature Wrap",subway,6.99
Egg & Cheese Signature Wrap,subway,6.99
"Steak, Egg & Cheese Signature Wrap",subway,6.99
"Bacon, Egg & Cheese",subway,6.49
"Bacon, Egg & Cheese",subway,4.29
"Black Forest Ham, Egg & Cheese",subway,6.49
"Black Forest Ham, Egg & Cheese",subway,4.29
Breakfast B.M.T. Melt,subway,6.49
Breakfast B.M.T. Melt,subway,4.29
Egg & Cheese,subway,4.99
Egg & Cheese,subway,3.99
"Steak, Egg & Cheese",subway,6.48
"Steak, Egg & Cheese",subway,4.29
Sunrise Subway Melt,subway,6.49
Sunrise Subway Melt,subway,4.29
Rotisserie-Style Chicken,subway,8.49
Rotisserie-Style Chicken,subway,5.29
Black Forest Ham,subway,6.49
Black Forest Ham,subway,4.99
Roast Beef,subway,9.49
Roast Beef,subway,6.29
Subway Club,subway,9.49
Subway Club,subway,6.29
Sweet Onion Chicken Teriyaki,subway,8.49
Sweet Onion Chicken Teriyaki,subway,5.29
Turkey Breast,subway,8.49
Turkey Breast,subway,5.29
Veggie Delite,subway,4.99
Veggie Delite,subway,3.49
Black Forest Ham,subway,4.99
Roast Beef,subway,4.99
Turkey Breast,subway,4.99
Veggie Delite,subway,4.99
Chicken Caesar,subway,6.49
Pizza Sub,subway,7.48
Rotisserie-Style Chicken,subway,7.78
Rotisserie-Style Chicken & Bacon,subway,8.78
B.L.T.,subway,7.78
Turkey & Bacon Guacamole,subway,9.28
Black Forest Ham,subway,7.78
Chicken & Bacon Ranch,subway,8.78
Cold Cut Combo,subway,6.48
Italian B.M.T.,subway,7.78
Meatball Marinara,subway,6.48
Roast Beef,subway,8.78
Spicy Italian,subway,7.78
"Steak & Cheese
",subway,8.78
Subway Club,subway,8.78
Subway Melt,subway,8.78
Sweet Onion Chicken Teriyaki,subway,7.78
Tuna,subway,7.78
Turkey Breast,subway,7.78
Veggie Delite,subway,5.98
Ham and Jack,subway,1.89
Italian Spice,subway,1.89
Little Cheesesteak,subway,2.39
Little Turkey,subway,2.19
Apple Sauce,subway,1.49
Chips,subway,1.49
Chocolate Chip Cookie,subway,0.59
Oatmeal Raisin Cookie,subway,0.59
Double Chocolate Cookie,subway,0.59
White Chip Macadamia Nut Cookie,subway,0.59
Dark Chocolate Cherry Cookie,subway,0.59
Coffee,subway,1.29
Fountain Drinks,subway,1.89
Fountain Drinks,subway,1.99
Fountain Drinks,subway,2.19
Dasani Water,subway,2.19
X2 All Natural Energy Raspberry,subway,2.49
Gatorade Lemon Lime,subway,2.19
Honest Kids,subway,1.19
Gatorade Fruit Punch,subway,2.19
X2 All Natural Energy Strawberry Kiwi,subway,2.49
X2 All Natural Energy Fruit Punch,subway,2.49
Cool Blue,subway,2.19
Bottled Beverage,subway,2.19
1% Low Fat Milk,subway,1.79
Juices,subway,1.99
Cheese Flatizza,subway,3.50
Pepperoni Flatizza,subway,3.50
Spicy Italian Flatizza,subway,3.50
Veggie Flatizza,subway,3.50
Shredded Beef Grilled Cheese Dipping Taco,taco_bell,3.89
Volcano Taco,taco_bell,2.99
Soft Taco,taco_bell,1.99
Soft Taco Supreme,taco_bell,2.89
Spicy Potato Soft Taco,taco_bell,1.69
Crunchy Taco,taco_bell,1.89
Crunchy Taco Supreme,taco_bell,2.89
Nacho Cheese Doritos Locos Tacos,taco_bell,3.19
Nacho Cheese Doritos Locos Tacos Supreme,taco_bell,3.89
Chalupa Supreme,taco_bell,5.29
Black Bean Chalupa Supreme,taco_bell,5.19
Cheesy Gordita Crunch,taco_bell,5.69
Doritos Cheesy Gordita Crunch - Nacho Cheese,taco_bell,5.79
Shredded Beef Grilled Cheese Dipping Taco Deluxe Box,taco_bell,9.99
Beefy Crunch Burrito Combo,taco_bell,7.49
Volcano Combo,taco_bell,8.49
Cravings Box,taco_bell,5.00
Cheesy Gordita Crunch Deluxe Box,taco_bell,9.99
Build Your Own Cravings Box,taco_bell,6.49
Deluxe Build Your Own Cravings Box,taco_bell,8.99
Steak Grilled Cheese Burrito Combo,taco_bell,9.39
Mexican Pizza Combo,taco_bell,9.99
Chicken Quesadilla Combo,taco_bell,10.49
Nachos BellGrande Combo,taco_bell,10.99
2 Chicken Chalupas Supreme Combo,taco_bell,12.49
Crunchwrap Supreme Combo,taco_bell,10.49
3 Crunchy Tacos Combo,taco_bell,8.29
3 Crunchy Tacos Supreme Combo,taco_bell,10.69
3 Doritos Locos Tacos Combo,taco_bell,10.49
3 Doritos Locos Tacos Supreme Combo,taco_bell,11.99
3 Soft Tacos Combo,taco_bell,8.29
3 Soft Tacos Supreme Combo,taco_bell,10.69
Burrito Supreme Combo,taco_bell,10.19
Classic Combo,taco_bell,5.89
Build Your Own Cravings Box,taco_bell,6.49
Deluxe Build Your Own Cravings Box,taco_bell,8.99
Drinks Party Pack,taco_bell,4.00
"Meal for 2
2 Crunchwrap Supremes
2 Bean Burritos
2 Soft Tacos
2 Chips and Nacho Cheese Sauces",taco_bell,12.50
"Meal for 4
2 Crunchwrap Supremes
2 Chicken Quesadillas
4 Soft Tacos
2 Chips and Nacho Cheese Sauces",taco_bell,20.83
Shredded Beef Grilled Cheese Dipping Taco Deluxe Box,taco_bell,9.99
Shredded Beef Grilled Cheese Dipping Taco,taco_bell,3.89
Beefy Crunch Burrito Combo,taco_bell,7.49
Beefy Crunch Burrito,taco_bell,3.49
Cravings Box,taco_bell,5.00
Cheesy Gordita Crunch Deluxe Box,taco_bell,9.99
Deluxe Build Your Own Cravings Box,taco_bell,8.99
Watermelon Berry Freeze,taco_bell,3.79
Watermelon Berry Lemonade Freeze,taco_bell,3.79
Watermelon Berry Freeze,taco_bell,3.99
Watermelon Berry Lemonade Freeze,taco_bell,3.99
Beefy Crunch Burrito,taco_bell,3.49
Double Beef Volcano Burrito,taco_bell,4.49
Grilled Cheese Burrito,taco_bell,4.89
Steak Grilled Cheese Burrito,taco_bell,5.89
Chicken Grilled Cheese Burrito,taco_bell,5.69
Black Bean Grilled Cheese Burrito,taco_bell,4.89
Bean Burrito,taco_bell,2.79
Beefy 5-Layer Burrito,taco_bell,4.29
Burrito Supreme,taco_bell,5.89
Chipotle Ranch Grilled Chicken Burrito,taco_bell,2.99
Beefy Melt Burrito,taco_bell,2.99
Cheesy Bean and Rice Burrito,taco_bell,1.89
Fiesta Veggie Burrito,taco_bell,2.49
Mexican Pizza,taco_bell,4.99
Veggie Mexican Pizza,taco_bell,5.19
Crunchwrap Supreme,taco_bell,6.19
Black Bean Crunchwrap Supreme,taco_bell,5.49
Cheesy Roll Up,taco_bell,1.89
Chicken Chipotle Melt,taco_bell,2.29
Cheesy Fiesta Potatoes,taco_bell,2.59
Chips and Nacho Cheese Sauce,taco_bell,2.39
Black Beans,taco_bell,2.49
Black Beans and Rice,taco_bell,2.19
Pintos N Cheese,taco_bell,2.49
Cinnamon Twists,taco_bell,1.79
Cinnabon Delights 2 Pack,taco_bell,2.19
Cinnabon Delights 12 Pack,taco_bell,6.99
Mild Sauce Packet,taco_bell,0.00
Hot Sauce Packet,taco_bell,0.00
Fire Sauce Packet,taco_bell,0.00
Diablo Sauce Packet,taco_bell,0.00
Lava Sauce,taco_bell,1.00
Nacho Cheese Sauce,taco_bell,1.00
Reduced-Fat Sour Cream,taco_bell,0.89
Creamy Jalapeño Sauce,taco_bell,0.80
Guacamole,taco_bell,1.00
Chipotle Sauce,taco_bell,0.65
Avocado Ranch Sauce,taco_bell,0.80
Spicy Ranch,taco_bell,0.80
Red Sauce,taco_bell,0.25
Cravings Box,taco_bell,5.00
Spicy Potato Soft Taco,taco_bell,1.69
Chipotle Ranch Grilled Chicken Burrito,taco_bell,2.99
Beefy Melt Burrito,taco_bell,2.99
Cheesy Bean and Rice Burrito,taco_bell,1.89
Fiesta Veggie Burrito,taco_bell,2.49
Cheesy Roll Up,taco_bell,1.89
Cinnamon Twists,taco_bell,1.79
Classic Combo,taco_bell,5.89
Chicken Quesadilla,taco_bell,6.29
Steak Quesadilla,taco_bell,6.49
Cheese Quesadilla,taco_bell,5.39
Watermelon Berry Freeze,taco_bell,3.99
Watermelon Berry Lemonade Freeze,taco_bell,3.99
Blue Raspberry Freeze,taco_bell,3.99
MTN DEW Baja Blast Freeze,taco_bell,3.99
Pepsi,taco_bell,2.99
Diet Pepsi,taco_bell,2.99
Pepsi Zero Sugar,taco_bell,2.99
Cherry Pepsi,taco_bell,2.99
MTN DEW,taco_bell,2.99
MTN DEW Zero,taco_bell,2.99
MTN DEW Baja Blast,taco_bell,2.99
MTN DEW Baja Blast Zero Sugar,taco_bell,2.99
Mug Root Beer,taco_bell,2.99
Starry,taco_bell,2.99
G2 Gatorade Fruit Punch,taco_bell,2.99
Dole Lemonade Strawberry Squeeze,taco_bell,2.99
Brisk Mango Fiesta,taco_bell,2.99
Brisk Dragon Paradise Sparkling Iced Tea,taco_bell,2.99
Lipton Unsweetened Iced Tea,taco_bell,2.99
Watermelon Berry Freeze,taco_bell,3.79
Watermelon Berry Lemonade Freeze,taco_bell,3.79
Blue Raspberry Freeze,taco_bell,3.79
MTN DEW Baja Blast Freeze,taco_bell,3.79
Pepsi,taco_bell,2.79
Diet Pepsi,taco_bell,2.79
Pepsi Zero Sugar,taco_bell,2.79
Cherry Pepsi,taco_bell,2.79
MTN DEW,taco_bell,2.79
MTN DEW Zero,taco_bell,2.79
MTN DEW Baja Blast,taco_bell,2.79
MTN DEW Baja Blast Zero Sugar,taco_bell,2.79
Mug Root Beer,taco_bell,2.79
Starry,taco_bell,2.79
G2 Gatorade Fruit Punch,taco_bell,2.79
Dole Lemonade Strawberry Squeeze,taco_bell,2.79
Brisk Mango Fiesta,taco_bell,2.79
Brisk Dragon Paradise Sparkling Iced Tea,taco_bell,2.79
Lipton Unsweetened Iced Tea,taco_bell,2.79
Pepsi,taco_bell,2.89
Diet Pepsi,taco_bell,2.89
Pepsi Zero Sugar,taco_bell,2.89
Cherry Pepsi,taco_bell,2.89
MTN DEW,taco_bell,2.89
MTN DEW Zero,taco_bell,2.89
MTN DEW Baja Blast,taco_bell,2.89
MTN DEW Baja Blast Zero Sugar,taco_bell,2.89
Mug Root Beer,taco_bell,2.89
Starry,taco_bell,2.89
G2 Gatorade Fruit Punch,taco_bell,2.89
Dole Lemonade Strawberry Squeeze,taco_bell,2.89
Brisk Mango Fiesta,taco_bell,2.89
Brisk Dragon Paradise Sparkling Iced Tea,taco_bell,2.89
Lipton Unsweetened Iced Tea,taco_bell,2.89
Aquafina Bottled Water,taco_bell,2.09
Tropicana Orange Juice,taco_bell,2.90
Premium Hot Coffee,taco_bell,1.79
Hot Cinnabon Delights Coffee,taco_bell,2.49
Regular Iced Coffee,taco_bell,1.69
Iced Cinnabon Delights Coffee,taco_bell,2.49
Drinks Party Pack,taco_bell,4.00
Nachos BellGrande,taco_bell,6.69
Chips and Nacho Cheese Sauce,taco_bell,2.39
"Meal for 2
2 Crunchwrap Supremes
2 Bean Burritos
2 Soft Tacos
2 Chips and Nacho Cheese Sauces",taco_bell,12.50
"Meal for 4
2 Crunchwrap Supremes
2 Chicken Quesadillas
4 Soft Tacos
2 Chips and Nacho Cheese Sauces",taco_bell,20.83
"Taco & Burrito Cravings Pack
4 Crunchy Tacos
4 Beefy 5Layer Burritos",taco_bell,16.99
"Taco Party Pack
6 Crunchy Tacos
6 Crunchy Tacos,,$21.49,170 Cal Per Item",taco_bell,
"Supreme Taco Party Pack
6 Crunchy Taco Supremes
6 Crunchy Taco Supremes",taco_bell,25.99
"Soft Taco Party Pack
6 Soft Tacos
6 Soft Tacos,,$21.49,180 Cal Per Item",taco_bell,
"Supreme Soft Taco Party Pack
6 Soft Taco Supremes
6 Soft Taco Supremes",taco_bell,25.99
"Variety Taco Party Pack
6 Crunchy Tacos
6 Nacho Cheese Doritos Locos Tacos",taco_bell,25.99
"Supreme Variety Taco Party Pack
6 Crunchy Taco Supremes
6 Nacho Cheese Doritos Locos Tacos Supremes",taco_bell,25.99
Drinks Party Pack,taco_bell,4.00
Bean Burrito,taco_bell,2.79
Cheesy Bean and Rice Burrito,taco_bell,1.89
Fiesta Veggie Burrito,taco_bell,2.49
Spicy Potato Soft Taco,taco_bell,1.69
Black Bean Chalupa Supreme,taco_bell,5.19
Black Bean Crunchwrap Supreme,taco_bell,5.49
Veggie Mexican Pizza,taco_bell,5.19
Cheese Quesadilla,taco_bell,5.39
Power Menu Bowl - Veggie,taco_bell,7.19
Cheesy Roll Up,taco_bell,1.89
Cheesy Fiesta Potatoes,taco_bell,2.59
Chips and Nacho Cheese Sauce,taco_bell,2.39
Black Beans,taco_bell,2.49
Black Beans and Rice,taco_bell,2.19
Pintos N Cheese,taco_bell,2.49
Cinnamon Twists,taco_bell,1.79
Cinnabon Delights 2 Pack,taco_bell,2.19
Cinnabon Delights 12 Pack,taco_bell,6.99
Power Menu Bowl,taco_bell,7.79
Power Menu Bowl - Veggie,taco_bell,7.19
All-American Cheeseburger,texas_roadhouse,8.99
Bacon Cheeseburger,texas_roadhouse,9.99
Smokehouse Burger,texas_roadhouse,9.99
Pulled Pork,texas_roadhouse,8.99
BBQ Chicken,texas_roadhouse,8.99
Mushroom Jack Chicken,texas_roadhouse,9.99
All-Beef Hot Dog,texas_roadhouse,3.99
Macaroni & Cheese,texas_roadhouse,3.99
Mini-Cheeseburgers,texas_roadhouse,4.79
Jr. Chicken Tenders,texas_roadhouse,4.79
Grilled Chicken,texas_roadhouse,4.79
Lil’ Dillo Steak Bites,texas_roadhouse,4.99
Chicken Critters Basket,texas_roadhouse,6.49
Andy’s Steak,texas_roadhouse,8.49
Ranger Rib Basket,texas_roadhouse,8.99
Buttered Corn,texas_roadhouse,2.49
Seasoned Rice,texas_roadhouse,2.49
Green Beans,texas_roadhouse,2.49
Apple Sauce,texas_roadhouse,2.49
Fresh Vegetables,texas_roadhouse,2.49
Cup of Chili,texas_roadhouse,2.99
Sauteed Onions,texas_roadhouse,2.49
Sauteed Mushrooms,texas_roadhouse,2.49
Steak Fries,texas_roadhouse,2.49
Mashed Potatoes,texas_roadhouse,2.49
Baked Potato,texas_roadhouse,2.49
Sweet Potato,texas_roadhouse,2.49
Cactus Bloom,texas_roadhouse,5.99
Fried Pickles,texas_roadhouse,4.99
Rattlesnake Bites,texas_roadhouse,5.99
Tater Skins,texas_roadhouse,6.99
Grilled Shrimp,texas_roadhouse,5.99
Boneless Buffalo Wings,texas_roadhouse,8.99
Cheese Fries,texas_roadhouse,6.99
Killer Ribs,texas_roadhouse,8.99
Texas Red Chili,texas_roadhouse,2.99
Texas Red Chili,texas_roadhouse,3.99
Combo Appetizer,texas_roadhouse,9.99
Grilled Chicken Salad,texas_roadhouse,9.99
Chicken Caesar Salad,texas_roadhouse,9.99
Chicken Critter Salad,texas_roadhouse,9.99
Steakhouse Filet Salad,texas_roadhouse,13.99
House Salad,texas_roadhouse,3.99
Caesar Salad,texas_roadhouse,3.99
USDA Choice Sirloin,texas_roadhouse,9.99
USDA Choice Sirloin,texas_roadhouse,12.49
USDA Choice Sirloin,texas_roadhouse,15.99
USDA Choice Sirloin,texas_roadhouse,19.99
Ft. Worth Ribeye,texas_roadhouse,15.99
Ft. Worth Ribeye,texas_roadhouse,17.99
Ft. Worth Ribeye,texas_roadhouse,20.99
Kansas City Strip,texas_roadhouse,18.99
Dallas Filet,texas_roadhouse,17.99
Dallas Filet,texas_roadhouse,19.99
Filet Medallions,texas_roadhouse,19.99
Bone-In Ribeye,texas_roadhouse,24.99
Porterhouse T-Bone,texas_roadhouse,26.99
Road Kill,texas_roadhouse,9.99
Steak Cabob,texas_roadhouse,10.99
Prime Rib,texas_roadhouse,16.99
Prime Rib,texas_roadhouse,18.99
Prime Rib,texas_roadhouse,21.99
Add Shrimp,texas_roadhouse,5.99
Add Ribs,texas_roadhouse,6.99
Half Slab,texas_roadhouse,13.99
Full Slab,texas_roadhouse,19.99
Sirloin 6oz with Grilled Shrimp,texas_roadhouse,15.49
Sirloin 6oz with Ribs,texas_roadhouse,16.49
Sirloin 8oz with Grilled Shrimp,texas_roadhouse,17.99
Sirloin 8oz with Ribs,texas_roadhouse,18.99
Ribeye 10oz with Grilled Shrimp,texas_roadhouse,20.99
Ribeye 10oz with Ribs,texas_roadhouse,21.99
Grilled BBQ Chicken with Sirloin 6oz,texas_roadhouse,17.99
Grilled BBQ Chicken with Ribs,texas_roadhouse,16.99
BBQ Roasted Half Chicken with Sirloin 6oz,texas_roadhouse,17.99
BBQ Roasted Half Chicken with Ribs,texas_roadhouse,16.99
Filet 6oz with Grilled Shrimp,texas_roadhouse,22.99
Filet 6oz with Ribs,texas_roadhouse,23.99
Country Fried Chicken,texas_roadhouse,10.99
Grilled BBQ Chicken,texas_roadhouse,9.99
Chicken Critters ,texas_roadhouse,9.99
Oven Roasted Half Chicken,texas_roadhouse,10.99
BBQ Roasted Half Chicken,texas_roadhouse,10.99
Smothered Chicken,texas_roadhouse,11.99
Portobello Mushroom Chicken,texas_roadhouse,11.99
Grilled Pork Chops,texas_roadhouse,9.99
Grilled Pork Chops,texas_roadhouse,13.99
Pulled Pork Dinner,texas_roadhouse,9.99
Country Fried Sirloin,texas_roadhouse,10.99
Beef Tips,texas_roadhouse,11.49
Country Veg Plate,texas_roadhouse,8.99
Grilled Salmon,texas_roadhouse,14.99
Fried Catfish,texas_roadhouse,11.99
Fried Catfish,texas_roadhouse,14.99
Grilled Shrimp,texas_roadhouse,14.99
Granny’s Apple Classic,texas_roadhouse,5.99
Strawberry Cheesecake,texas_roadhouse,5.99
Big Ol’ Brownie,texas_roadhouse,5.99
"
Sizzlis
",wawa,2.69
"
Breakfast Burritos
",wawa,2.99
"
Breakfast Bowls
",wawa,3.19
"
Hoagie Shorti 6 Inch
",wawa,4.39
"
Hoagie Classic 10 Inch
",wawa,5.59
"
Bagel 
",wawa,0.95
"
Bagel with Cream Cheese Cucumber  Tomato
",wawa,2.19
"
Bagel with Cream
",wawa,1.59
"
Bagel with Butter
",wawa,1.89
"
Oatmeal Small
",wawa,1.99
"
Oatmeal Medium
",wawa,2.49
"
Oatmeal Large
",wawa,2.99
"
Chicken Noodle Small
",wawa,2.49
"
Chicken Noodle Medium
",wawa,3.49
"
Chicken Noodle Large
",wawa,4.09
"
Chicken Noodle Family
",wawa,7.29
"
Baked Potato Cheddar Bacon Small
",wawa,2.49
"
Baked Potato Cheddar Bacon Medium
",wawa,3.49
"
Baked Potato Cheddar Bacon Large
",wawa,4.09
"
Baked Potato Cheddar Bacon Family
",wawa,7.29
"
Chicken Corn Chowder Small
",wawa,2.49
"
Chicken Corn Chowder Medium
",wawa,3.49
"
Chicken Corn Chowder Large
",wawa,4.09
"
Chicken Corn Chowder Family
",wawa,7.29
"
New England Clam Chowder Small
",wawa,2.49
"
New England Clam Chowder Medium
",wawa,3.49
"
New England Clam Chowder Large
",wawa,4.09
"
New England Clam Chowder Family
",wawa,7.29
"
Broccoli Cheddar Small
",wawa,2.49
"
Broccoli Cheddar Medium
",wawa,3.49
"
Broccoli Cheddar Large
",wawa,4.09
"
Broccoli Cheddar Family
",wawa,7.29
"
Mac  Cheese Small
",wawa,2.49
"
Mac  Cheese Medium
",wawa,3.49
"
Mac  Cheese Large
",wawa,4.09
"
Mac  Cheese Family
",wawa,7.29
"
Mashed Potatoes Small
",wawa,2.49
"
Mashed Potatoes Medium
",wawa,3.49
"
Mashed Potatoes Large
",wawa,4.09
"
Mashed Potatoes Family
",wawa,7.29
"
Meatballs Small
",wawa,2.49
"
Meatballs Medium
",wawa,3.49
"
Meatballs Large
",wawa,4.09
"
Meatballs Family
",wawa,
"
Chicken or Beef Quesadilla
",wawa,4.49
"
Cheese Quesadilla
",wawa,3.99
